id,eng_word,level,difficulty_level,first_letter,tur_word,sample_sentence_1,sample_sentence_2,picture,audio_url
931,vacant,B2,7,v,boş,The vacant room felt calm and safe.,She chose a vacant jacket for the trip.,,https://api.dictionaryapi.dev/media/pronunciations/en/vacant-us.mp3
932,vaccine,B2,7,v,aşı,He pointed to the vaccine on the page.,The vaccine appeared near the end of the story.,,https://api.dictionaryapi.dev/media/pronunciations/en/vaccine.mp3
933,valentine,B2,7,v,sevgililer günü/sevgili,We saw the valentine near the window.,My friend described the valentine very clearly.,,/uploads/audio/words/valentine.mp3
934,valid,B2,7,v,geçerli,The valid room felt calm and safe.,She chose a valid jacket for the trip.,,https://api.dictionaryapi.dev/media/pronunciations/en/valid-uk.mp3
935,vanish,B2,7,v,yok olmak,She began to vanish when the music started.,They will vanish outside if the weather is good.,,/uploads/audio/words/vanish.mp3
936,vanity,B2,7,v,kibir,The vanity changed the final result.,The story included a clear vanity.,,https://api.dictionaryapi.dev/media/pronunciations/en/vanity-uk.mp3
937,variation,B2,7,v,varyasyon/değişiklik,The report described the variation clearly.,We noticed the variation during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/variation-us.mp3
938,varied,B2,7,v,çeşitli,It was a varied day for a walk.,He gave me a varied smile after class.,,https://api.dictionaryapi.dev/media/pronunciations/en/varied-us.mp3
939,venture,B2,7,v,girişim/risk almak,I saw him venture near the park.,The crowd waited for the show to venture.,,https://api.dictionaryapi.dev/media/pronunciations/en/venture-us.mp3
940,venue,B2,7,v,mekan,The venue was part of the story.,She noticed the venue during the lesson.,,https://api.dictionaryapi.dev/media/pronunciations/en/venue-uk.mp3
941,wage,B2,7,w,ücret,The class discussed the wage after the video.,This example shows the wage clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/wage-us.mp3
942,waist,B2,7,w,bel,We saw the waist near the window.,My friend described the waist very clearly.,,/uploads/audio/words/waist.mp3
943,waistcoat,B2,7,w,yelek,She put the waistcoat beside her bag.,He found a waistcoat under the chair.,,https://api.dictionaryapi.dev/media/pronunciations/en/waistcoat-us.mp3
944,walkabout,B2,7,w,uzun yürüyüş,He pointed to the walkabout on the page.,The walkabout appeared near the end of the story.,,/uploads/audio/words/walkabout.mp3
945,walker,B2,7,w,yürüyüşçü,We saw the walker near the window.,My friend described the walker very clearly.,,/uploads/audio/words/walker.mp3
946,wallboard,B2,7,w,alçıpan/duvar levhası,She put the wallboard beside her bag.,He found a wallboard under the chair.,,/uploads/audio/words/wallboard.mp3
947,walnut,B2,7,w,ceviz,The walnut tasted good with tea.,My sister put the walnut on a plate.,,https://api.dictionaryapi.dev/media/pronunciations/en/walnut-us.mp3
948,warship,B2,7,w,savaş gemisi,The warship sailed near the coast.,A warship appeared in the old photo.,,/uploads/audio/words/warship.mp3
949,wartime,B2,7,w,savaş zamanı,The wartime was part of the story.,She noticed the wartime during the lesson.,,/uploads/audio/words/wartime.mp3
950,wasp,B2,7,w,eşek arısı,He pointed to the wasp on the page.,The wasp appeared near the end of the story.,,https://api.dictionaryapi.dev/media/pronunciations/en/wasp-us.mp3
951,x-ray,B2,7,x,röntgen,I cleaned the x-ray before dinner.,The small x-ray fell from the shelf.,,/uploads/audio/words/x_ray.mp3
952,yacht,B2,7,y,yat,She put the yacht beside her bag.,He found a yacht under the chair.,,https://api.dictionaryapi.dev/media/pronunciations/en/yacht-uk.mp3
953,yawn,B2,7,y,esnemek,She began to yawn when the music started.,They will yawn outside if the weather is good.,,/uploads/audio/words/yawn.mp3
954,yearn,B2,7,y,özlem duymak,I saw him yearn near the park.,The crowd waited for the show to yearn.,,https://api.dictionaryapi.dev/media/pronunciations/en/yearn-us.mp3
955,yield,B2,7,y,verim/teslim olmak,They plan to yield the problem this week.,She tried to yield the task before dinner.,,https://api.dictionaryapi.dev/media/pronunciations/en/yield-us.mp3
956,youthful,B2,7,y,genç görünümlü,It was a youthful day for a walk.,He gave me a youthful smile after class.,,/uploads/audio/words/youthful.mp3
957,yummy,B2,7,y,lezzetli,The yummy answer was easy to understand.,We found a yummy place to rest.,,https://api.dictionaryapi.dev/media/pronunciations/en/yummy-us.mp3
958,zebra,B2,7,z,zebra,The zebra was part of the story.,She noticed the zebra during the lesson.,,https://api.dictionaryapi.dev/media/pronunciations/en/zebra-uk.mp3
959,zip,B2,7,z,fermuar/sıkıştırmak,The zip on my bag is broken.,Please zip the file before sending it.,,https://api.dictionaryapi.dev/media/pronunciations/en/zip-us.mp3
960,zoom,B2,7,z,yakınlaştırmak,We saw the zoom near the window.,My friend described the zoom very clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/zoom-uk.mp3
961,abound,C1,7,a,bol olmak,The children like to abound after school.,We watched the birds abound near the trees.,,https://api.dictionaryapi.dev/media/pronunciations/en/abound-us.mp3
962,abstraction,C1,7,a,soyutlama,The class discussed the abstraction after the video.,This example shows the abstraction clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/abstraction-us.mp3
963,accustomed,C1,7,a,alışkın,I was accustomed when I heard the news.,They seemed accustomed at the end of the day.,,https://api.dictionaryapi.dev/media/pronunciations/en/accustomed-ca.mp3
964,acidic,C1,7,a,asitli,The acidic detail changed the whole plan.,She gave an acidic answer in class.,,/uploads/audio/words/acidic.mp3
965,acoustic,C1,7,a,akustik,This acoustic example helped the students.,The report used an acoustic idea clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/acoustic-us.mp3
966,acoustically,C1,7,a,akustik olarak,The report explained the change acoustically.,The room was designed acoustically for better sound.,,/uploads/audio/words/acoustically.mp3
967,acoustics,C1,7,a,akustik bilimi,The report described the acoustics clearly.,We noticed the acoustics during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/acoustics-us.mp3
968,acre,C1,7,a,akr,The farmer owns one acre of land.,They planted corn on the acre.,,https://api.dictionaryapi.dev/media/pronunciations/en/acre-us.mp3
969,acutely,C1,7,a,şiddetli biçimde,She spoke acutely during the meeting.,The team worked acutely on the final task.,,https://api.dictionaryapi.dev/media/pronunciations/en/acutely-us.mp3
970,adjoin,C1,7,a,bitişik olmak,The garden will adjoin the school yard.,Two small rooms adjoin the kitchen.,,https://api.dictionaryapi.dev/media/pronunciations/en/adjoin-us.mp3
971,adjoining,C1,7,a,bitişik,This adjoining example helped the students.,The report used an adjoining idea clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/adjoining-us.mp3
972,adjustable,C1,7,a,ayarlanabilir,We saw an adjustable pattern in the results.,His adjustable style made the story stronger.,,/uploads/audio/words/adjustable.mp3
973,baldly,C1,7,b,açıkça/çıplak şekilde,She spoke baldly during the meeting.,The team worked baldly on the final task.,,/uploads/audio/words/baldly.mp3
974,batter,C1,7,b,vurmak/hamur,We need to batter the plan carefully.,He decided to batter it after the meeting.,,https://api.dictionaryapi.dev/media/pronunciations/en/batter-au.mp3
975,battered,C1,7,b,hırpalanmış,We saw a battered pattern in the results.,His battered style made the story stronger.,,https://api.dictionaryapi.dev/media/pronunciations/en/battered-us.mp3
976,bearded,C1,7,b,sakallı,The bearded detail changed the whole plan.,She gave a bearded answer in class.,,/uploads/audio/words/bearded.mp3
977,beforehand,C1,7,b,önceden,She spoke beforehand during the meeting.,The team worked beforehand on the final task.,,https://api.dictionaryapi.dev/media/pronunciations/en/beforehand-us.mp3
978,beguiling,C1,7,b,çekici/aldatıcı,We saw a beguiling pattern in the results.,His beguiling style made the story stronger.,,/uploads/audio/words/beguiling.mp3
979,beguilingly,C1,7,b,çekici şekilde,They walked beguilingly through the quiet hall.,The student listened beguilingly to the story.,,/uploads/audio/words/beguilingly.mp3
980,believably,C1,7,b,inandırıcı şekilde,The plan changed believably after lunch.,She smiled believably at the good news.,,/uploads/audio/words/believably.mp3
981,benign,C1,7,b,iyi huylu,We saw a benign pattern in the results.,His benign style made the story stronger.,,https://api.dictionaryapi.dev/media/pronunciations/en/benign-uk.mp3
982,benignly,C1,7,b,iyi niyetle,He answered benignly when the teacher asked.,The machine moved benignly across the floor.,,/uploads/audio/words/benignly.mp3
983,bequeath,C1,7,b,miras bırakmak,We need to bequeath the plan carefully.,He decided to bequeath it after the meeting.,,/uploads/audio/words/bequeath.mp3
984,calorie,C1,7,c,kalori,We shared the calorie at lunch.,The cook used calorie in the meal.,,https://api.dictionaryapi.dev/media/pronunciations/en/calorie-us.mp3
985,candid,C1,7,c,samimi/açık sözlü,The candid detail changed the whole plan.,She gave a candid answer in class.,,https://api.dictionaryapi.dev/media/pronunciations/en/candid-us.mp3
986,candidly,C1,7,c,samimiyetle,He answered candidly when the teacher asked.,The machine moved candidly across the floor.,,/uploads/audio/words/candidly.mp3
987,canoe,C1,7,c,kano,I cleaned the canoe before dinner.,The small canoe fell from the shelf.,,https://api.dictionaryapi.dev/media/pronunciations/en/canoe-us.mp3
988,carpenter,C1,7,c,marangoz,The carpenter helped a child near the door.,A friendly carpenter smiled during the meeting.,,https://api.dictionaryapi.dev/media/pronunciations/en/carpenter-uk.mp3
989,carpentry,C1,7,c,marangozluk,The class discussed the carpentry after the video.,This example shows the carpentry clearly.,,/uploads/audio/words/carpentry.mp3
990,carrier,C1,7,c,taşıyıcı,The carrier changed the final result.,The story included a clear carrier.,,https://api.dictionaryapi.dev/media/pronunciations/en/carrier-uk.mp3
991,cavity,C1,7,c,boşluk/çürük,The report described the cavity clearly.,We noticed the cavity during the project.,,/uploads/audio/words/cavity.mp3
992,ceaseless,C1,7,c,aralıksız,This ceaseless example helped the students.,The report used a ceaseless idea clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/ceaseless-us.mp3
993,ceaselessly,C1,7,c,durmaksızın,She spoke ceaselessly during the meeting.,The team worked ceaselessly on the final task.,,/uploads/audio/words/ceaselessly.mp3
994,cessation,C1,7,c,sona erme,The report described the cessation clearly.,We noticed the cessation during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/cessation-uk.mp3
995,chaotically,C1,7,c,kaotik şekilde,The team compared the samples chaotically.,The model reacted chaotically to the new data.,,/uploads/audio/words/chaotically.mp3
996,damply,C1,7,d,nemli şekilde,The plan changed damply after lunch.,She smiled damply at the good news.,,/uploads/audio/words/damply.mp3
997,darkroom,C1,7,d,karanlık oda,They waited near the darkroom after lunch.,She took a photo of the darkroom in town.,,/uploads/audio/words/darkroom.mp3
998,daunt,C1,7,d,gözünü korkutmak,We need to daunt the plan carefully.,He decided to daunt it after the meeting.,,/uploads/audio/words/daunt.mp3
999,daunting,C1,7,d,göz korkutucu,We saw a daunting pattern in the results.,His daunting style made the story stronger.,,https://api.dictionaryapi.dev/media/pronunciations/en/daunting-uk.mp3
1000,daydream,C1,7,d,hayal kurmak,The children like to daydream after school.,We watched the birds daydream near the trees.,,/uploads/audio/words/daydream.mp3
1001,debut,C1,7,d,ilk gösterim/çıkış,She began to debut when the music started.,They will debut outside if the weather is good.,,https://api.dictionaryapi.dev/media/pronunciations/en/debut-us.mp3
1002,deceit,C1,7,d,aldatma,The deceit changed the final result.,The story included a clear deceit.,,https://api.dictionaryapi.dev/media/pronunciations/en/deceit-us.mp3
1003,degradation,C1,7,d,bozulma/aşağılama,The report described the degradation clearly.,We noticed the degradation during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/degradation-uk.mp3
1004,degrade,C1,7,d,bozmak/aşağılamak,We need to degrade the plan carefully.,He decided to degrade it after the meeting.,,/uploads/audio/words/degrade.mp3
1005,degrading,C1,7,d,aşağılayıcı,We saw a degrading pattern in the results.,His degrading style made the story stronger.,,/uploads/audio/words/degrading.mp3
1006,demise,C1,7,d,ölüm/sona erme,The report described the demise clearly.,We noticed the demise during the project.,,/uploads/audio/words/demise.mp3
1007,demo,C1,7,d,demo,The class discussed the demo after the video.,This example shows the demo clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/demo-uk.mp3
1008,eccentric,C1,7,e,eksantrik/tuhaf,We saw an eccentric pattern in the results.,His eccentric style made the story stronger.,,https://api.dictionaryapi.dev/media/pronunciations/en/eccentric-au.mp3
1009,eccentrically,C1,8,e,tuhaf şekilde,The system behaved eccentrically during the test.,The result changed eccentrically in the study.,,/uploads/audio/words/eccentrically.mp3
1010,eclectic,C1,8,e,eklektik,This eclectic example helped the students.,The report used an eclectic idea clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/eclectic-au.mp3
1011,eclectically,C1,8,e,eklektik olarak,The report explained the change eclectically.,The room was designed eclectically for better sound.,,/uploads/audio/words/eclectically.mp3
1012,ecstatically,C1,8,e,coşkuyla,The system behaved ecstatically during the test.,The result changed ecstatically in the study.,,/uploads/audio/words/ecstatically.mp3
1013,effortless,C1,8,e,zahmetsiz,This effortless example helped the students.,The report used an effortless idea clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/effortless-us.mp3
1014,ego,C1,8,e,ego,The ego changed the final result.,The story included a clear ego.,,/uploads/audio/words/ego.mp3
1015,elaborate,C1,8,e,ayrıntılı/detaylandırmak,The elaborate detail changed the whole plan.,She gave an elaborate answer in class.,,https://api.dictionaryapi.dev/media/pronunciations/en/elaborate-uk.mp3
1016,elaboration,C1,8,e,ayrıntılandırma,The class discussed the elaboration after the video.,This example shows the elaboration clearly.,,/uploads/audio/words/elaboration.mp3
